,smiles,mols
708,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB1C0>
709,C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br.C(CS(=O)(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB210>
710,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB260>
711,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB2B0>
712,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB300>
713,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB350>
714,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB3A0>
715,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB3F0>
716,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB440>
717,[NH+](=O)[O-].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB490>
718,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB4E0>
719,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB530>
720,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB580>
721,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB5D0>
722,C1=CC=C(C=C1)CC(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB620>
723,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC2=CN=CN2)N)O.CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB670>
724,C1=NC2=C(N1)C(=S)N=C(N2)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB6C0>
725,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB710>
726,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB760>
727,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB7B0>
728,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB800>
729,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB850>
730,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB8A0>
731,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB8F0>
732,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB940>
733,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB990>
734,[Li+],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CB9E0>
735,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBA30>
736,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBA80>
737,CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBAD0>
738,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBB20>
739,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBB70>
740,[Ra],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBBC0>
741,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBC10>
742,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBC60>
743,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBCB0>
744,C1=NC2=C(N1)C(=S)N=CN2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBD00>
745,[Li+].[OH-],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBD50>
746,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBDA0>
747,C1CCC(CC1)NC(=O)N(CCCl)N=O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBDF0>
748,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=CC(=O)NC4=O)CO)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBE40>
749,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBE90>
750,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBEE0>
751,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBF30>
752,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CBF80>
753,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC030>
754,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O.C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC080>
755,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)O.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC0D0>
756,C1=CC=C(C=C1)N2C=C(C=C(C2=O)C3=CC=CC=C3C#N)C4=CC=CC=N4,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC120>
757,C1=CC(=CC=C1CN)S(=O)(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC170>
758,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC1C0>
759,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC210>
760,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC260>
761,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC2B0>
762,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC300>
763,CC1(C2CCC(C2)C1(C)NC)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC350>
764,CN(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC3A0>
765,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC3F0>
766,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC440>
767,CC1OC2=C(O1)C=C(C=C2)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC490>
768,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC4E0>
769,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC530>
770,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC580>
771,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC5D0>
772,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC620>
773,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC670>
774,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC6C0>
775,CC12CC3CC(C1)(CC(C3)(C2)N)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC710>
776,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC760>
777,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC7B0>
778,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC800>
779,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC850>
780,CCCC(C)(COC(=O)N)COC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC8A0>
781,C1=CC(=C(C=C1N)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC8F0>
782,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC940>
783,CC1CNCCC2=C1C=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC990>
784,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CC9E0>
785,CN(C)C(=N)N=C(N)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCA30>
786,C([C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCA80>
787,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCAD0>
788,C1N2CN3CN1CN(C2)C3,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCB20>
789,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCB70>
790,COC1=CC=CC=C1OCC(COC(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCBC0>
791,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCC10>
792,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCC60>
793,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCCB0>
794,C(C1C(C(C(C(O1)O)F)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCD00>
795,CC1C(O1)P(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCD50>
796,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCDA0>
797,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCDF0>
798,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCE40>
799,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCE90>
800,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCEE0>
801,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCF30>
802,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CCF80>
803,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD030>
804,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD080>
805,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD0D0>
806,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD120>
807,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD170>
808,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD1C0>
809,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD210>
810,CC1=NC=C(N1CCO)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD260>
811,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD2B0>
812,CC1=C(C(=CC=C1)C)OCC(C)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD300>
813,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD350>
814,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD3A0>
815,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD3F0>
816,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD440>
817,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD490>
818,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD4E0>
819,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD530>
820,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD580>
821,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD5D0>
822,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD620>
823,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD670>
824,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD6C0>
825,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD710>
826,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD760>
827,C1CCN(C[C@@H](C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD7B0>
828,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD800>
829,C[NH+](C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)C(=C(N)[O-])C1=O)O)[O-])O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD850>
830,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD8A0>
831,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD8F0>
832,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD940>
833,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD990>
834,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CD9E0>
835,CC1C(OCCN1C)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDA30>
836,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDA80>
837,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDAD0>
838,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)OCCN3CCOCC3)OC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDB20>
839,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDB70>
840,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDBC0>
841,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDC10>
842,CC(=O)CC(C1=CC=CC=C1)C2=C(OC3=CC=CC=C3C2=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDC60>
843,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[In],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDCB0>
844,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C.CC(=O)[C@@H]([C@H](C(=O)C)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDD00>
845,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)[O-])\C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDD50>
846,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NC(=O)N(N3)P(=O)([O-])[O-])C4=CC=C(C=C4)F.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDDA0>
847,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O.O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDDF0>
848,CC1(O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5([C@H]4C(CC3([C@@]2(O1)C(=O)CO)C)O)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDE40>
849,C[N+]1(CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDE90>
850,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)C5=NC=CN=C5,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDEE0>
851,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDF30>
852,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CDF80>
853,C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=C\5/NSC(=N5)N)/N=O)SC3)C(=O)O)/C2=O,<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CE030>
854,[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Mn+2],<rdkit.Chem.rdchem.Mol object at 0x0000015CDA1CE080>
